ps,SIFI_A_Acc,SIFI_V_Acc,SIFI_B_A_Acc,SIFI_B_V_Acc,SIFI_B_Acc,pitchSummaryAcc,ravenSummaryAcc,RhythmVAcc,RhythmAAcc,SRTA_median,SRTV_median,SRTB_median,SRTA_mean,SRTV_mean,SRTB_mean,SpeechAAcc,SpeechAVAcc,Noise,localizationDistV,localizationDistA,minRT,meanRT,medianRT,Corsi,lns_length,lns_hit,lns_miss,lns_hitRate,d2_hit,d2_miss,d2_FA,d2_CR,d2_hitRate,d2_faRate,d2_adjHitR,WordMemoryAcc
188,,,,,,,,,,,,,,,,,,,,,25.926999999999992,38.37070000009536,33.830200000286084,7.0,7.0,8.0,4.0,0.6666666666666666,139.0,3.0,0.0,146.0,0.9788732394366197,0.0,0.9788732394366197,
189,,,,,,,,,,,,,,,,,,,,,15.193599999904649,21.907279999923716,20.670700000286104,8.0,7.0,10.0,2.0,0.8333333333333334,180.0,2.0,1.0,185.0,0.989010989010989,0.005376344086021506,0.9836346449249675,
190,,,,,,,,,,,,,,,,,,,,,23.214500000000044,30.893720000076065,29.913799999712865,5.0,6.0,7.0,3.0,0.7,160.0,5.0,1.0,162.0,0.9696969696969697,0.006134969325153374,0.9635620003718164,
191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
