ps,SIFI_A_Acc,SIFI_V_Acc,SIFI_B_A_Acc,SIFI_B_V_Acc,SIFI_B_Acc,pitchSummaryAcc,ravenSummaryAcc,RhythmVAcc,RhythmAAcc,SRTA_median,SRTV_median,SRTB_median,SRTA_mean,SRTV_mean,SRTB_mean,SpeechAAcc,SpeechAVAcc,Noise,localizationDistV,localizationDistA,minRT,meanRT,medianRT,Corsi,lns_length,lns_hit,lns_miss,lns_hitRate,d2_hit,d2_miss,d2_FA,d2_CR,d2_hitRate,d2_faRate,d2_adjHitR,WordMemoryAcc
30,0.6041666666666666,0.8333333333333334,0.6388888888888888,0.7222222222222222,0.43333333333333335,0.608433734939759,0.5714285714285714,0.5625,0.3125,0.2380920510040596,0.3978734349948354,0.2668400119582657,4.758546321146207,6.635350302002264,4.12379405409641,0.0,0.3,6.0,13.571428321428483,91.17857131714304,32.37969999998809,38.44181999999286,32.96559999996424,5.0,7.0,10.0,2.0,0.8333333333333334,128.0,8.0,1.0,135.0,0.9411764705882353,0.007352941176470588,0.9338235294117647,0.3
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.9166666666666666,0.8541666666666666,0.4722222222222222,0.6111111111111112,0.4222222222222222,0.5986394557823129,,0.4375,0.5,0.3027686779969372,0.2769573770347051,0.3254553404985927,1.8510149532009783,0.2940547566917115,0.3741653285319141,,,,,,26.06780000001193,33.2124,32.70769999998808,8.0,7.0,8.0,4.0,0.6666666666666666,165.0,11.0,10.0,166.0,0.9375,0.056818181818181816,0.8806818181818182,0.1
33,0.9583333333333334,0.7708333333333334,0.6666666666666666,0.75,0.46111111111111114,0.6265060240963856,0.7142857142857143,0.46875,0.71875,0.4380907679442316,0.32666337650152855,0.2982589299790561,0.7590510576907225,0.9277491640698697,0.6180714783720384,0.0,0.2,6.0,,,18.774599999964238,24.291019999992844,24.83969999998807,6.0,6.0,6.0,4.0,0.6,155.0,5.0,2.0,158.0,0.96875,0.0125,0.95625,0.4
34,0.9791666666666666,0.875,0.9444444444444444,0.8055555555555556,0.6555555555555556,0.8132530120481928,0.9285714285714286,0.78125,0.71875,0.26236978548695333,0.30694022399256937,0.2772627594822552,0.2789532940989981,0.33044412030333964,0.32625264453041986,,,,,,19.469399999976304,25.022059999978957,22.922599999961676,7.0,9.0,14.0,2.0,0.875,151.0,5.0,0.0,156.0,0.967948717948718,0.0,0.967948717948718,0.4
35,0.9583333333333334,0.8333333333333334,0.9444444444444444,0.5555555555555556,0.49444444444444446,0.7891566265060241,0.6428571428571429,0.6875,0.5,0.24343512899940828,0.3785857170005329,0.2453484610014129,0.2443821254671396,6.28589167872219,0.26836880333333585,,,,,,24.70589999997719,36.83267999997188,29.05129999995188,6.0,7.0,9.0,3.0,0.75,149.0,6.0,0.0,157.0,0.9612903225806452,0.0,0.9612903225806452,0.0
36,0.9375,0.7708333333333334,0.8333333333333334,0.8055555555555556,0.5666666666666667,0.5602409638554217,0.21428571428571427,0.5,0.5,0.4073052745079621,0.3213003005075734,0.4972833404899575,0.4317081089674806,0.3395368620966716,8.601332278928021,,,,,,28.636500000000524,38.848919999992724,34.13850000000093,7.0,6.0,8.0,2.0,0.8,139.0,5.0,1.0,143.0,0.9652777777777778,0.006944444444444444,0.9583333333333334,0.5
37,0.9791666666666666,0.9375,0.9166666666666666,0.8055555555555556,0.5944444444444444,0.7891566265060241,0.7857142857142857,0.71875,0.8125,0.2626872679975349,0.2741195625276305,0.2968513909727335,0.299697719704515,0.42102069306614187,0.35094074096414263,0.2,0.2,6.0,18.374999749999972,39.339285968571495,23.714199999988097,31.3139,27.015699999988072,7.0,5.0,6.0,2.0,0.75,164.0,2.0,3.0,167.0,0.9879518072289156,0.01764705882352941,0.9703047484053862,0.35
38,0.9583333333333334,0.7708333333333334,0.9722222222222222,0.6388888888888888,0.55,0.7349397590361446,0.8571428571428571,0.78125,0.5625,0.2549656754999887,0.2661570930213202,0.2446420849882997,0.2642690989363473,0.2828270618629176,0.2637077633679534,,,,,,18.76489999997615,23.118099999988075,22.452099999964233,7.0,8.0,11.0,3.0,0.7857142857142857,166.0,3.0,2.0,165.0,0.9822485207100592,0.011976047904191617,0.9702724728058676,0.15
39,0.9583333333333334,0.8958333333333334,0.8333333333333334,0.7777777777777778,0.7277777777777777,0.8975903614457831,0.2857142857142857,0.90625,0.40625,0.2238259859732352,0.2743004090152681,0.21225793400662946,0.25363441316100455,0.2917041032381045,0.23702531230325496,,,,,,,,,7.0,7.0,9.0,3.0,0.75,151.0,9.0,7.0,153.0,0.94375,0.04375,0.9,0.2
40,0.9166666666666666,0.6458333333333334,0.7777777777777778,0.5833333333333334,0.4666666666666667,0.7891566265060241,0.9285714285714286,0.40625,0.46875,0.3155739744834136,0.35274514500633813,0.2974020315159578,3.0052686000980127,0.5758540573704523,2.6439716854404347,,,,,,17.59589999997479,24.666739999997663,26.83400000000256,8.0,8.0,10.0,4.0,0.7142857142857143,185.0,3.0,1.0,187.0,0.9840425531914894,0.005319148936170213,0.9787234042553191,0.2
41,0.7916666666666666,0.6666666666666666,0.5833333333333334,0.4722222222222222,0.36666666666666664,0.5120481927710844,0.2857142857142857,0.4375,0.53125,1.2202856250223704,0.5324466654856224,0.615742350986693,1.7179008412760972,0.5599686138991576,0.7608942371744919,0.1,0.2,6.0,28.33928568142853,104.07142858571423,29.260900000035747,40.25801999999284,41.41919999998808,5.0,7.0,8.0,4.0,0.6666666666666666,105.0,35.0,13.0,127.0,0.75,0.09285714285714286,0.6571428571428571,0.0
42,0.9375,0.7916666666666666,0.8333333333333334,0.6666666666666666,0.5166666666666667,0.5481927710843374,0.7857142857142857,0.65625,0.4375,0.26924763299757615,0.26020075799897313,0.2530849310569465,0.28114793562951185,0.30087670376912373,0.29301620226610325,,,,,,26.403900000035748,29.916500000023838,28.98860000002385,9.0,8.0,10.0,4.0,0.7142857142857143,112.0,21.0,1.0,130.0,0.8421052631578947,0.007633587786259542,0.8344716753716351,0.05
43,0.9166666666666666,0.7291666666666666,0.7777777777777778,0.6111111111111112,0.5111111111111111,0.5662650602409639,0.14285714285714285,0.375,0.8125,0.21639077801955858,0.303281610016711,0.2009642770281061,0.664739419568962,0.317879551800835,0.20658845703743778,,,,,,33.089500000000015,40.95951999998093,36.67119999998809,7.0,5.0,5.0,3.0,0.625,142.0,7.0,4.0,143.0,0.9530201342281879,0.027210884353741496,0.9258092498744463,0.1
44,0.9166666666666666,0.8125,0.9166666666666666,0.75,0.6,0.5542168674698795,0.5714285714285714,0.71875,0.53125,0.2947918184800073,0.3213755455217324,0.23203281854512164,0.30554393129423263,2.300305493703733,0.23629773300296317,0.0,0.2,6.0,20.89285744428569,144.58928556857148,22.654500000000553,32.937279999994644,30.892800000070565,6.0,10.0,14.0,4.0,0.7777777777777778,156.0,4.0,1.0,159.0,0.975,0.00625,0.96875,0.15
45,,,,,,,,,,,,,,,,,,,,,19.09420000004775,50.2205600000143,25.883600000023762,5.0,6.0,6.0,4.0,0.6,131.0,19.0,0.0,154.0,0.8733333333333333,0.0,0.8733333333333333,
46,1.0,0.9166666666666666,0.9444444444444444,0.9444444444444444,0.6888888888888889,0.8072289156626506,0.5,0.90625,0.625,0.219555931049399,0.300551128515508,0.19224870204925537,0.24215610465436269,5.392937806295231,0.20320696617792625,,,,,,22.38539999997647,28.589159999990443,28.242799999951785,6.0,4.0,2.0,4.0,0.3333333333333333,145.0,15.0,5.0,155.0,0.90625,0.03125,0.875,0.05
47,0.8125,0.7291666666666666,0.5277777777777778,0.4444444444444444,0.3333333333333333,0.5662650602409639,0.42857142857142855,0.59375,0.53125,0.5573464380577207,0.36337500798981637,0.3433906100108288,0.8082824346212739,2.162624528028703,0.40787624761079705,0.1,0.3,6.0,26.464285509999993,156.6071428057142,20.303200000047582,33.55848000004225,25.408100000022387,7.0,6.0,6.0,4.0,0.6,156.0,20.0,5.0,171.0,0.8863636363636364,0.028409090909090908,0.8579545454545454,0.45
48,0.8541666666666666,0.9791666666666666,0.75,0.8333333333333334,0.6,0.7289156626506024,0.6428571428571429,0.6875,0.5625,0.22295692446641618,0.31544351897900924,0.22287879901705304,0.23893472019117326,0.3359570467417749,0.2338059184335482,0.0,0.2,6.0,24.464285841428524,203.10714282285713,25.945699999929275,30.23011999998125,31.085000000000946,8.0,8.0,11.0,3.0,0.7857142857142857,144.0,8.0,1.0,151.0,0.9473684210526315,0.006578947368421052,0.9407894736842105,0.5
49,0.9583333333333334,0.875,0.9722222222222222,0.9166666666666666,0.6888888888888889,0.9216867469879518,0.6428571428571429,0.625,0.46875,0.20447565952781585,0.23239814152475446,0.1959903709357604,0.2524737845368994,0.26562899909525484,0.21747631307466533,,,,,,18.52760000002384,20.485300000023848,19.935800000071524,7.0,8.0,9.0,5.0,0.6428571428571429,176.0,5.0,4.0,175.0,0.9723756906077348,0.0223463687150838,0.950029321892651,0.3
50,0.9583333333333334,0.7083333333333334,0.9444444444444444,0.7222222222222222,0.5222222222222223,0.5783132530120482,0.42857142857142855,0.5625,0.53125,0.3292540779802948,0.41454314306611195,0.31777781702112406,0.37861066390372194,0.49743032273448384,0.34930112480263537,,,,,,21.43139999997615,28.30089999997615,22.89889999997615,7.0,7.0,9.0,3.0,0.75,143.0,9.0,11.0,141.0,0.9407894736842105,0.07236842105263158,0.868421052631579,0.2
51,0.9583333333333334,0.8333333333333334,0.9722222222222222,0.7222222222222222,0.6944444444444444,0.6807228915662651,0.7857142857142857,0.75,0.53125,0.2588789359433576,0.2760161069454625,0.223651124513708,0.2749483535138505,0.3100046781512598,0.2539097869225467,0.0,0.4,6.0,16.83928584142857,44.51785701428576,26.37880000007152,50.41510000002385,34.40760000002385,7.0,7.0,8.0,4.0,0.6666666666666666,151.0,5.0,0.0,156.0,0.967948717948718,0.0,0.967948717948718,0.4
52,0.875,0.7916666666666666,0.5833333333333334,0.6388888888888888,0.4444444444444444,0.5481927710843374,0.6428571428571429,0.625,0.40625,0.3911606075707823,0.3861923819640651,0.4052742129424587,0.4248834217599194,0.3924808438128695,0.519477634927547,0.0,0.1,6.0,68.10714265285715,112.51785703142846,47.681100000023434,78.15003999998552,59.00350000000071,8.0,4.0,2.0,4.0,0.3333333333333333,115.0,8.0,7.0,118.0,0.9349593495934959,0.056,0.8789593495934959,0.15
53,0.9583333333333334,0.7708333333333334,0.8333333333333334,0.5833333333333334,0.5444444444444444,0.5963855421686747,0.35714285714285715,0.4375,0.4375,0.2792514569591731,0.3214617789490148,0.19750536605715752,0.3187387635216823,0.54677200547002,0.2107018260409989,0.1,0.4,6.0,21.857142984285836,208.0535713942857,22.36180000007151,30.128659999990454,28.09979999995231,5.0,4.0,2.0,4.0,0.3333333333333333,104.0,20.0,7.0,117.0,0.8387096774193549,0.056451612903225805,0.7822580645161291,0.25
54,0.9583333333333334,0.8541666666666666,0.8055555555555556,0.7222222222222222,0.5722222222222222,0.6325301204819277,0.7142857142857143,0.84375,0.5,0.2458775610430166,0.22751453152159226,0.2076402025413699,0.2595591298149278,0.2365941116081861,0.22696255616998914,0.1,0.7,6.0,6.982142918571354,68.16071430000018,20.27479999995232,25.524480000019075,23.258299999952314,7.0,9.0,12.0,4.0,0.75,138.0,15.0,2.0,149.0,0.9019607843137255,0.013245033112582781,0.8887157512011428,0.5
55,0.7708333333333334,0.8333333333333334,0.8611111111111112,0.6111111111111112,0.5222222222222223,0.6265060240963856,0.35714285714285715,0.65625,0.75,0.237206895078998,0.28679056954570115,0.1926453940104693,0.24293024387443432,8.432948127088215,0.22978822618385705,0.1,0.6,6.0,16.803571778571477,161.3214285371429,22.946899999976154,36.81142000000476,33.38179999995231,6.0,9.0,11.0,5.0,0.6875,163.0,7.0,1.0,173.0,0.9588235294117647,0.005747126436781609,0.9530764029749831,
56,0.7916666666666666,0.8125,0.8333333333333334,0.7777777777777778,0.5666666666666667,0.7530120481927711,0.5714285714285714,0.46875,0.46875,0.2430958329932764,0.2466691940207965,0.206815998069942,0.25989137992166494,0.27254978237657007,0.24190402862712226,0.0,0.1,6.0,15.410714035714408,131.21428572857155,23.777100000023836,37.5549399999857,37.29629999995231,7.0,5.0,6.0,2.0,0.75,114.0,32.0,7.0,143.0,0.7808219178082192,0.04666666666666667,0.7341552511415526,0.3
57,0.9791666666666666,0.9375,0.8888888888888888,0.8333333333333334,0.6944444444444444,0.6807228915662651,0.7857142857142857,0.5,0.59375,0.19978347502183164,0.28346715448424215,0.23547867999877775,0.21209718396809574,0.3005124867466899,0.2493063748387309,,,,,,21.151599999904647,29.63869999997616,28.04420000004768,7.0,10.0,14.0,4.0,0.7777777777777778,151.0,2.0,0.0,151.0,0.9869281045751634,0.0,0.9869281045751634,0.5
58,0.8958333333333334,0.8125,0.9444444444444444,0.7222222222222222,0.5777777777777777,0.6987951807228916,0.7857142857142857,,,,,,,,,,,,,,19.529299999952315,27.468880000019077,21.5332000000477,,,,,,,,,,,,,
59,0.7916666666666666,0.6875,0.6944444444444444,0.75,0.46111111111111114,0.536144578313253,0.7142857142857143,0.5,0.375,0.3579476964659989,0.2744605930056423,0.24968253099359572,0.36930599400075154,0.2771365009791528,0.27019507526420056,0.1,0.4,6.0,16.499999984285612,103.48214291714281,20.00800000000001,26.482640000009543,23.072000000000017,5.0,5.0,6.0,2.0,0.75,142.0,10.0,0.0,152.0,0.9342105263157895,0.0,0.9342105263157895,0.3
60,0.9375,0.7916666666666666,0.8333333333333334,0.3888888888888889,0.43333333333333335,0.5,0.2857142857142857,0.53125,0.46875,0.5574354429845698,0.286784779978916,0.31128272402565926,0.649155358329881,1.3319024127458448,0.3522650632580432,0.1,0.3,6.0,35.17857116142868,83.5535713942857,23.641300000071524,25.840680000042916,24.26830000007152,7.0,7.0,9.0,3.0,0.75,144.0,7.0,1.0,152.0,0.9536423841059603,0.006535947712418301,0.947106436393542,0.25
61,0.9583333333333334,0.8541666666666666,0.8888888888888888,0.7222222222222222,0.5944444444444444,0.7590361445783133,0.5714285714285714,,,,,,,,,0.1,0.2,6.0,7.874999827142943,37.6785712999998,23.80210000002353,30.024239999985912,29.107299999952374,7.0,7.0,9.0,3.0,0.75,166.0,2.0,1.0,167.0,0.9880952380952381,0.005952380952380952,0.9821428571428572,
62,0.9166666666666666,0.8333333333333334,0.7222222222222222,0.6388888888888888,0.48333333333333334,0.8493975903614458,0.8571428571428571,0.59375,0.53125,0.25554166699294,0.3482612459920347,0.2558074404951185,0.29385679131293474,0.3463777956436388,0.2676882391989542,,,,,,26.73820000004767,35.988980000019076,36.509000000000015,7.0,5.0,5.0,3.0,0.625,138.0,11.0,9.0,138.0,0.9261744966442953,0.061224489795918366,0.864950006848377,0.25
63,0.9166666666666666,0.8333333333333334,0.75,0.7222222222222222,0.5555555555555556,0.7228915662650602,0.21428571428571427,0.53125,0.5625,0.31376694148639217,0.3504060610430315,0.2811192714725621,0.30748468816357977,0.3648103790494196,0.3002364295728815,0.1,0.4,6.0,52.32142882142849,147.44642874857144,22.24549999998999,31.6702199999796,29.133799999952316,8.0,6.0,7.0,3.0,0.7,150.0,7.0,2.0,153.0,0.9554140127388535,0.012903225806451613,0.9425107869324019,0.15
64,0.9583333333333334,0.9166666666666666,0.9722222222222222,0.9166666666666666,0.7777777777777778,0.8253012048192772,0.9285714285714286,0.84375,0.71875,0.20178831648081536,0.27444542956072837,0.19933828752255064,0.22739302861349034,1.0059725792651686,0.21049425952369344,0.1,0.2,6.0,38.071428698571516,95.82142863142862,22.497799999953713,51.472380000018894,27.558499999999185,9.0,8.0,10.0,4.0,0.7142857142857143,166.0,6.0,3.0,169.0,0.9651162790697675,0.01744186046511628,0.9476744186046512,0.75
65,0.9791666666666666,0.9166666666666666,1.0,0.8055555555555556,0.7277777777777777,0.8132530120481928,0.9285714285714286,0.90625,0.71875,0.28615931648528203,0.3469275010284036,0.2886336304945871,0.31555293053776645,0.3685161010323403,0.2998678161335799,0.0,0.3,6.0,16.249999967142667,134.91071434571427,24.231699999928452,38.15803999998569,29.66360000002382,9.0,8.0,11.0,3.0,0.7857142857142857,194.0,0.0,0.0,190.0,1.0,0.0,1.0,0.55
66,0.9791666666666666,0.8333333333333334,0.9722222222222222,0.6388888888888888,0.6055555555555555,0.6506024096385542,0.8571428571428571,0.59375,0.625,0.22903462848626072,0.2523692710092291,0.2019608569098636,0.23372206753507876,0.27091605818011505,0.21363874473047023,0.0,0.0,6.0,18.62500036428583,166.2321428714287,26.3425,31.04997999999523,28.50789999997616,7.0,8.0,10.0,4.0,0.7142857142857143,187.0,18.0,9.0,194.0,0.9121951219512195,0.04433497536945813,0.8678601465817615,0.3
67,0.9583333333333334,0.6666666666666666,0.75,0.6666666666666666,0.5,0.7710843373493976,0.6428571428571429,,,,,,,,,0.0,0.3,6.0,28.964285681428553,110.01785698285711,28.523100000023987,32.6043200000051,30.601899999976013,7.0,6.0,7.0,3.0,0.7,159.0,8.0,0.0,169.0,0.9520958083832335,0.0,0.9520958083832335,
68,0.9375,0.8541666666666666,0.9722222222222222,0.8333333333333334,0.6666666666666666,0.7951807228915663,0.5,0.5625,0.5625,0.2706144585390575,0.2946347785182297,0.2628376444918103,0.272831186640542,2.996221077973799,0.26274730140188085,0.0,0.0,6.0,40.946428538571574,184.35714287142852,27.089499999999987,39.81605999999046,35.6368000000715,6.0,6.0,6.0,4.0,0.6,167.0,5.0,0.0,172.0,0.9709302325581395,0.0,0.9709302325581395,0.3
69,0.9583333333333334,0.7916666666666666,0.9444444444444444,0.8333333333333334,0.6388888888888888,0.7228915662650602,0.6428571428571429,0.75,0.75,0.27424503449583426,0.27451945352368057,0.2615143749862909,0.2843189446061539,0.28296959491757057,0.2753083962015807,0.1,0.3,6.0,16.821428590000036,114.9464286314286,23.211599999904138,25.864800000000105,25.8082000000486,7.0,7.0,10.0,2.0,0.8333333333333334,158.0,7.0,2.0,161.0,0.9575757575757575,0.012269938650306749,0.9453058189254507,0.05
70,0.875,0.7708333333333334,0.75,0.4444444444444444,0.46111111111111114,0.6566265060240963,0.6428571428571429,0.5625,0.5625,0.24362273252336306,0.2721026110230014,0.2434392785071395,0.5524856747322093,0.2842849682007606,0.24227594620315357,0.0,0.1,6.0,16.39285727000002,83.14285710857142,19.17450000000008,24.13893999998563,22.247200000047087,8.0,6.0,7.0,3.0,0.7,155.0,9.0,3.0,161.0,0.9451219512195121,0.018292682926829267,0.9268292682926829,0.4
71,1.0,0.8541666666666666,0.75,0.7222222222222222,0.48333333333333334,0.8012048192771084,0.6428571428571429,0.59375,0.8125,0.21760891698068005,0.2812614394933916,0.1862046174937859,0.2186666128186819,0.29212361624619615,0.19948112369747825,,,,,,22.97179999995231,27.4370399999857,28.81860000002385,6.0,6.0,7.0,3.0,0.7,164.0,0.0,0.0,164.0,1.0,0.0,1.0,0.4
72,0.9791666666666666,0.875,0.8611111111111112,0.6666666666666666,0.6055555555555555,0.5783132530120482,0.5,0.53125,0.5,0.2540983135695569,0.26138505549170077,0.26201526855584234,0.27528952022936815,0.2786525434309927,0.2686880413015994,,,,,,22.777800000070783,32.782459999990536,30.905599999905462,8.0,6.0,8.0,2.0,0.8,140.0,9.0,2.0,145.0,0.9395973154362416,0.013605442176870748,0.9259918732593708,0.3
73,0.8333333333333334,0.8541666666666666,0.75,0.5555555555555556,0.4888888888888889,0.6024096385542169,0.5714285714285714,0.5625,0.71875,0.2326239079702645,0.3384932204498909,0.231982791039627,0.24066693246519807,2.956647467170842,0.27238118582948423,0.0,0.5,6.0,18.982142698571412,66.85714282285718,22.126199999928474,27.67672000002861,25.97190000009536,8.0,7.0,8.0,4.0,0.6666666666666666,143.0,17.0,2.0,158.0,0.89375,0.0125,0.8812500000000001,0.35
74,0.9791666666666666,0.8958333333333334,0.8888888888888888,0.8611111111111112,0.6277777777777778,0.8554216867469879,0.6428571428571429,0.75,0.5,0.20243720000144094,0.24171540647512296,0.2077514959964901,0.21713809457918004,0.24735805532739807,0.2116453536175962,0.0,0.4,6.0,15.16071403571439,98.92857153714287,22.564100000023842,30.95015999999047,28.04400000000001,,,,,,,,,,,,,0.55
75,1.0,0.8541666666666666,0.9166666666666666,0.8055555555555556,0.6944444444444444,0.927710843373494,0.7857142857142857,0.78125,0.53125,0.21508823696058238,0.2640069480403326,0.1750323240412399,0.22791869820794083,0.2754922790724474,0.1902980409634845,0.0,0.6,6.0,30.928571555714417,60.67857144285715,23.782800000069983,27.9111400000329,26.680300000072748,7.0,9.0,12.0,4.0,0.75,146.0,5.0,1.0,152.0,0.9668874172185431,0.006535947712418301,0.9603514695061248,0.5
76,0.9583333333333334,0.7708333333333334,0.8611111111111112,0.6944444444444444,0.5166666666666667,0.7771084337349398,0.7857142857142857,0.46875,0.5625,0.33775686245644465,0.3368777750292793,0.3265228744712658,0.3542742016570022,0.9849363969285684,0.7588364276064871,0.1,0.3,6.0,11.000000081428725,122.5892856628573,24.33779999995204,50.31290000002373,28.50830000007045,7.0,5.0,6.0,2.0,0.75,191.0,1.0,2.0,190.0,0.9947916666666666,0.010416666666666666,0.984375,0.25
77,0.7291666666666666,0.8125,0.7222222222222222,0.5555555555555556,0.4,0.6265060240963856,0.35714285714285715,0.75,0.71875,0.31078552850522095,0.3342891889624297,0.3851303604897111,0.3148579400032759,1.2580161234765346,0.45235186072920136,0.0,0.2,6.0,11.410714018571538,47.125000014285824,24.674299999951472,39.84235999996672,38.05419999992955,7.0,6.0,6.0,4.0,0.6,142.0,8.0,2.0,144.0,0.9466666666666667,0.0136986301369863,0.9329680365296804,0.15
78,0.7708333333333334,0.8958333333333334,0.6666666666666666,0.7777777777777778,0.4888888888888889,0.7048192771084337,0.42857142857142855,0.5625,0.59375,0.7600911509944126,0.3047477800864726,0.3026239559985697,2.68496308403475,0.3038168031449333,0.3061222148826346,0.0,0.6,6.0,17.32142832142859,97.3035713942857,28.834100000023682,35.04275999999027,36.57859999990433,6.0,6.0,8.0,2.0,0.8,139.0,5.0,0.0,144.0,0.9652777777777778,0.0,0.9652777777777778,0.3
79,0.8333333333333334,0.9166666666666666,0.8333333333333334,0.8888888888888888,0.6555555555555556,0.7590361445783133,0.8571428571428571,0.625,0.625,0.27514602098381147,0.3439362600911408,0.24132036848459384,0.2798557304699595,18.831702807745575,0.26866798074527953,0.0,0.1,6.0,10.482143001428524,27.50000012857142,18.152500000000003,21.12927999999523,20.576100000023843,7.0,6.0,6.0,4.0,0.6,189.0,3.0,1.0,191.0,0.984375,0.005208333333333333,0.9791666666666666,0.35
80,0.9583333333333334,0.9166666666666666,0.8888888888888888,0.75,0.6944444444444444,0.7831325301204819,0.6428571428571429,0.9375,0.875,0.21410197293153024,0.2696376600069925,0.26601098297396675,0.23366898952905707,0.2865968957214199,0.31119460619908446,,,,,,18.384100000023864,23.972600000000007,22.031900000095362,6.0,8.0,10.0,4.0,0.7142857142857143,156.0,11.0,1.0,168.0,0.9341317365269461,0.005917159763313609,0.9282145767636325,0.45
81,0.875,0.8958333333333334,0.8333333333333334,0.7222222222222222,0.5277777777777778,0.6265060240963856,0.5714285714285714,0.46875,0.71875,0.37669045047368854,0.3697087219916284,0.48012214398477226,0.39689937432607014,3.7559962049281848,0.5993350543625032,,,,,,28.818800000071526,30.172500000000003,29.654600000023848,7.0,6.0,7.0,3.0,0.7,134.0,13.0,2.0,147.0,0.9115646258503401,0.013422818791946308,0.8981418070583939,0.75
82,0.9583333333333334,0.9791666666666666,0.9722222222222222,0.8888888888888888,0.7777777777777778,0.8734939759036144,0.7142857142857143,0.78125,0.5,0.2120958180748857,0.26670147315599024,0.20189079293049866,0.2226376331450107,0.2674302103618781,0.22428440143897502,,,,,,20.339200000047697,28.9924600000143,27.578999999999994,7.0,6.0,8.0,2.0,0.8,180.0,0.0,0.0,180.0,1.0,0.0,1.0,0.3
83,0.9791666666666666,0.75,0.8611111111111112,0.6111111111111112,0.5388888888888889,0.8072289156626506,0.7857142857142857,0.9375,0.5625,0.2138402375858277,0.24766178906429553,0.18771088693756605,0.2326467759674415,0.2632915913670634,0.19101526906403402,0.0,0.2,6.0,15.089285572857191,78.46428568000002,18.228200000047764,25.806960000014442,25.05010000002403,7.0,9.0,11.0,5.0,0.6875,156.0,8.0,9.0,155.0,0.9512195121951219,0.054878048780487805,0.896341463414634,0.5
84,1.0,0.8958333333333334,1.0,0.8333333333333334,0.7666666666666667,0.8132530120481928,0.9285714285714286,0.96875,0.65625,0.1625776009168476,0.2119801640510559,0.1732201324775815,0.177905747980072,0.4890210177540651,0.17887395072417955,0.0,0.2,6.0,9.64285728714279,34.535714365714306,20.4746000000232,30.683599999999934,29.85170000004655,8.0,11.0,14.0,6.0,0.7,126.0,3.0,0.0,127.0,0.9767441860465116,0.0,0.9767441860465116,0.45
85,0.9791666666666666,0.7708333333333334,0.9722222222222222,0.6666666666666666,0.6444444444444445,0.7409638554216867,0.8571428571428571,0.71875,0.65625,0.29832601197995245,0.30606921599246556,0.2358326883986592,0.3047352808760479,0.31486017293451973,0.24014440365135667,,,,,,23.88709999990465,33.81579999995232,32.32889999985696,6.0,8.0,10.0,4.0,0.7142857142857143,143.0,14.0,1.0,154.0,0.910828025477707,0.0064516129032258064,0.9043764125744812,0.0
86,0.9583333333333334,0.8541666666666666,0.9166666666666666,0.8888888888888888,0.7277777777777777,0.9216867469879518,0.9285714285714286,0.71875,0.5,0.179002386983484,0.23240647546481336,0.1645778794772923,0.18906706833125397,0.24338831549976017,0.168607260651576,,,,,,20.63480000019075,34.45466000008583,33.27959999990463,8.0,6.0,8.0,2.0,0.8,179.0,4.0,5.0,180.0,0.9781420765027322,0.02702702702702703,0.9511150494757052,0.45
87,0.7083333333333334,0.875,0.5833333333333334,0.5277777777777778,0.40555555555555556,0.7951807228915663,0.2857142857142857,0.53125,0.5,0.267712683416903,0.2970157980453223,0.2806388889439404,0.2862674920586869,2.7741247507898756,0.29684674278832973,0.0,0.4,6.0,17.232142858571414,96.0000000599999,16.253800000191404,28.76098000006714,25.374599999904603,10.0,7.0,8.0,4.0,0.6666666666666666,139.0,6.0,1.0,150.0,0.9586206896551724,0.006622516556291391,0.951998173098881,0.3
88,0.9166666666666666,0.9166666666666666,0.8611111111111112,0.8055555555555556,0.5388888888888889,0.6265060240963856,0.5,0.5,0.5,0.342491187970154,0.4461024180054664,0.3412684709765017,0.3531335713109002,0.7971590538830335,0.3547879671677947,0.0,0.0,6.0,14.392856875714221,69.16071414,26.29949999999998,42.85041999993323,38.41739999985694,7.0,6.0,7.0,3.0,0.7,147.0,5.0,1.0,151.0,0.9671052631578947,0.006578947368421052,0.9605263157894737,0.05
89,0.9375,0.75,0.7777777777777778,0.6111111111111112,0.4777777777777778,0.7951807228915663,0.7857142857142857,0.5625,0.5625,0.1790017138700932,0.25556992343626916,0.1850237090839073,0.19821961190358825,0.255309968519335,0.1919955305522308,,,,,,21.989799999953902,28.43714000001055,27.19390000009662,7.0,6.0,7.0,3.0,0.7,143.0,6.0,1.0,146.0,0.959731543624161,0.006802721088435374,0.9529288225357256,0.35
90,0.7916666666666666,0.8125,0.8333333333333334,0.6666666666666666,0.5,0.6325301204819277,0.5,0.65625,0.46875,0.2514855104964226,0.3030595290474593,0.22184654732700435,0.26070322616336244,0.30996102279309057,0.2346895006252452,0.0,0.3,6.0,15.678571129999966,165.37500005999996,43.65120000004765,64.9349400000095,53.4393999998569,7.0,4.0,4.0,2.0,0.6666666666666666,143.0,12.0,2.0,155.0,0.9225806451612903,0.012738853503184714,0.9098417916581056,0.1
