wordList,condition,conditionCode,audioFile,trialType,corrFlash,corrBeeps,f1Start,f2Start,f3Start,f4Start,b1Start,b2Start,b3Start,b4Start,f1Color,f2Color,f3Color,f4Color,b1Vol,b2Vol,b3Vol,b4Vol,crossColor,crossContrast,firstResp,toneHz1,audioFile1,playNumber1,toneHz2,audioFile2,playNum2,cond,ravenProblem,wordPresentation.thisRepN,wordPresentation.thisTrialN,wordPresentation.thisN,wordPresentation.thisIndex,flashPractice.thisRepN,flashPractice.thisTrialN,flashPractice.thisN,flashPractice.thisIndex,beepPractice.thisRepN,beepPractice.thisTrialN,beepPractice.thisN,beepPractice.thisIndex,practiceLoops.thisRepN,practiceLoops.thisTrialN,practiceLoops.thisN,practiceLoops.thisIndex,overarchingBreak.thisRepN,overarchingBreak.thisTrialN,overarchingBreak.thisN,overarchingBreak.thisIndex,SIFI_VisualTrials.thisRepN,SIFI_VisualTrials.thisTrialN,SIFI_VisualTrials.thisN,SIFI_VisualTrials.thisIndex,SIFI_AudTrials.thisRepN,SIFI_AudTrials.thisTrialN,SIFI_AudTrials.thisN,SIFI_AudTrials.thisIndex,SifiLoops.thisRepN,SifiLoops.thisTrialN,SifiLoops.thisN,SifiLoops.thisIndex,pitchPracticeLoop.thisRepN,pitchPracticeLoop.thisTrialN,pitchPracticeLoop.thisN,pitchPracticeLoop.thisIndex,repeatPitch.thisRepN,repeatPitch.thisTrialN,repeatPitch.thisN,repeatPitch.thisIndex,pitchTestFull.thisRepN,pitchTestFull.thisTrialN,pitchTestFull.thisN,pitchTestFull.thisIndex,ravenPracticeLoop.thisRepN,ravenPracticeLoop.thisTrialN,ravenPracticeLoop.thisN,ravenPracticeLoop.thisIndex,ravenTestLoop.thisRepN,ravenTestLoop.thisTrialN,ravenTestLoop.thisN,ravenTestLoop.thisIndex,welcomeTxt.started,goOnAndStart.started,goOnAndStart.keys,goOnAndStart.rt,helloWordTest.started,key_resp_14.started,key_resp_14.keys,key_resp_14.rt,preWordFixCross.started,wordText_2.started,preWordFixCross.stopped,wordText_2.stopped,wordListTime,text_7.started,text_7.stopped,text_8.started,text_8.stopped,helloInstr.started,beginPractPress.started,beginPractPress.keys,beginPractPress.rt,text_4.started,key_resp_9.started,key_resp_9.keys,key_resp_9.rt,practiceTypeHeader.started,fillInText.started,crossSetup.started,crossSetup.stopped,firstResponseQ,flashCondition,flashCode,practiceBeep1.started,practiceBeeps2.started,gratP1.started,practiceBeeps3.started,gratP1.stopped,practiceBeeps4.started,gratP2.started,gratP2.stopped,gratP3.started,gratP3.stopped,gratP4.started,gratP4.stopped,text_2.started,text_2.stopped,R1GeneralPrompt_3.started,flashPromptTxt_2.started,mouseClick1Vis.started,polygonVis_F1.started,polygonVis_F2.started,polygonVis_F3.started,polygonVis_F4.started,flashVisOpt1.started,flashVisOpt2.started,flashVisOpt3.started,flashVisOpt4.started,flashPic.started,rollingOnVis.started,key_resp_12.started,mouseClick1Vis.x,mouseClick1Vis.y,mouseClick1Vis.leftButton,mouseClick1Vis.midButton,mouseClick1Vis.rightButton,mouseClick1Vis.time,mouseClick1Vis.clicked_name,clickCounter,flashClick,flashRespNum,key_resp_12.keys,key_resp_12.rt,text_5.started,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,R1GeneralPrompt_4.started,beepPrompt_uniAud.started,mouseClickAudB.started,polygonAud_B1.started,polygonAud_B2.started,polygonAud_B3.started,polygonAud_B4.started,beepAudOpt1.started,beepAudOpt2.started,beepAudOpt3.started,beepAudOpt4.started,speakerPic.started,rollingOnAud.started,key_resp_13.started,mouseClickAudB.x,mouseClickAudB.y,mouseClickAudB.leftButton,mouseClickAudB.midButton,mouseClickAudB.rightButton,mouseClickAudB.time,mouseClickAudB.clicked_name,beepClick,beepRespNum,key_resp_13.keys,key_resp_13.rt,text_6.started,key_resp_10.started,key_resp_10.keys,key_resp_10.rt,R1GeneralPrompt_2.started,flashPromptTxt.started,beepPromptTxt.started,mouseClick1.started,mouseClickB.started,polygonF0.started,polygonF2.started,polygonF3.started,polygonF1.started,polygonB0.started,polygonB1.started,polygonB2.started,polygonB3.started,flashOpt0.started,flashOpt1.started,flashOpt2.started,flashOpt3.started,beepOpt0.started,beepOpt1.started,beepOpt2.started,beepOpt3.started,flashPicBisen.started,beepPicBisen.started,rollingOn.started,key_resp_11.started,mouseClick1.x,mouseClick1.y,mouseClick1.leftButton,mouseClick1.midButton,mouseClick1.rightButton,mouseClick1.time,mouseClick1.clicked_name,mouseClickB.x,mouseClickB.y,mouseClickB.leftButton,mouseClickB.midButton,mouseClickB.rightButton,mouseClickB.time,mouseClickB.clicked_name,key_resp_11.keys,key_resp_11.rt,goToTask.started,spaceToStart.started,spaceToStart.keys,spaceToStart.rt,flashGoGo.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,b1Test.started,b2Test.started,grat1.started,b3Test.started,grat1.stopped,b4Test.started,grat2.started,grat2.stopped,grat3.started,grat3.stopped,grat4.started,grat4.stopped,text.started,text.stopped,beepGoGo.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,bisenGoGo.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,breatheBro.started,image.started,moveOnTxt.started,keysToMoveOn.started,keysToMoveOn.keys,keysToMoveOn.rt,topAppTxt.started,text_3.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,holdHereTxt.started,holdKeys.started,holdKeys.keys,holdKeys.rt,helloPitches.started,PitchLetsGo.started,PitchLetsGo.keys,PitchLetsGo.rt,cross_hold.started,tone1.started,tone2.started,getResponse.started,responsePrompt.started,getResponse.keys,getResponse.rt,feedbackWriting.started,feedbackWriting.stopped,cross_hold.stopped,PlsGoTxt.started,LetsGoAlready.started,LetsGoAlready.keys,LetsGoAlready.rt,RavenInstrTxt.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,ravenProbIm.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_9.started,keytoExitCode1.started,keytoExitCode1.keys,keytoExitCode1.rt,participant,session,date,expName,psychopyVersion,frameRate,
,1F0B,5,,,1,0,12,19,20,21,0,6,12,18,0,1,1,1,0,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,1,13,43,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.2129728439904,1032.4130769839976,b,1F0B,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF1'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB0'],0,,,,,,,1034.1536246629985,1034.1536246629985,1034.1536246629985,0.0003200499922968447,0.0003200499922968447,1034.1536246629985,1034.1536246629985,1034.1536246629985,1034.1536246629985,1034.1536246629985,1034.1536246629985,1034.1536246629985,1034.1536246629985,1034.1536246629985,1034.1536246629985,1034.1536246629985,1034.1536246629985,1034.1536246629985,1034.1536246629985,1034.1536246629985,1034.1536246629985,1034.1536246629985,1034.1536246629985,1034.1536246629985,1036.0742391609965,"[-0.053385416666666664, -0.22005208333333334]","[0.10286458333333333, -0.22005208333333334]","[1, 1]","[0, 0]","[0, 0]","[1.3513074859947665, 1.920735676001641]",['polygonF1'],[],[],[],[],[],[],[],space,0.1853344580013072,,,,,,,,,1032.9132608076966,1032.9732622946963,1033.0332234050002,1033.0332802296966,1033.0432549510006,1033.0934352076933,1033.1033618939982,1033.1133185819926,1033.1133185819926,1033.123314108001,1033.123314108001,1033.1332416779915,1033.1332416779915,1034.1536246629985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,2F0B,10,,,2,0,9,15,20,21,0,6,12,18,0,0,1,1,0,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,1,14,44,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036.284249239994,1036.4842615649977,b,2F0B,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF2'],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB0'],0,,,,,,,1038.2247904050018,1038.2247904050018,1038.2247904050018,0.00034879700979217887,0.00034879700979217887,1038.2247904050018,1038.2247904050018,1038.2247904050018,1038.2247904050018,1038.2247904050018,1038.2247904050018,1038.2247904050018,1038.2247904050018,1038.2247904050018,1038.2247904050018,1038.2247904050018,1038.2247904050018,1038.2247904050018,1038.2247904050018,1038.2247904050018,1038.2247904050018,1038.2247904050018,1038.2247904050018,1038.2247904050018,1039.275025119001,"[0.053385416666666664, -0.23958333333333334]","[0.06510416666666667, -0.22135416666666666]","[1, 1]","[0, 0]","[0, 0]","[0.5399175289931009, 1.050653679005336]",['polygonF2'],[],[],[],[],[],[],[],space,0.2412489839916816,,,,,,,,,1036.9844082386903,1037.044418602693,1037.0745071440033,1037.104421492701,1037.084450765993,1037.1645046527033,1037.134493671998,1037.144371966002,1037.1843903209956,1037.1944439450017,1037.1944439450017,1037.2043863019935,1037.2043863019935,1038.2247904050018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,1F0B,5,,,1,0,12,19,20,21,0,6,12,18,0,1,1,1,0,0,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,1,15,45,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.5451299409906,1039.7452583720005,f,1F0B,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF1'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB0'],0,,,,,,,1041.4858711650013,1041.4858711650013,1041.4858711650013,0.00029040800291113555,0.00029040800291113555,1041.4858711650013,1041.4858711650013,1041.4858711650013,1041.4858711650013,1041.4858711650013,1041.4858711650013,1041.4858711650013,1041.4858711650013,1041.4858711650013,1041.4858711650013,1041.4858711650013,1041.4858711650013,1041.4858711650013,1041.4858711650013,1041.4858711650013,1041.4858711650013,1041.4858711650013,1041.4858711650013,1041.4858711650013,1042.6559763730038,"[-0.053385416666666664, -0.20703125]","[0.06770833333333333, -0.23307291666666666]","[1, 1]","[0, 0]","[0, 0]","[0.4803253779973602, 1.1704840729944408]",['polygonF1'],[],[],[],[],[],[],[],space,0.3156182800012175,,,,,,,,,1040.2453057227017,1040.305306219691,1040.3653437629982,1040.3654264706915,1040.375355080003,1040.4253619786964,1040.4354265639995,1040.445440658994,1040.445440658994,1040.4555029509938,1040.4555029509938,1040.4654536799935,1040.4654536799935,1041.4858711650013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,3F3B,18,,,3,3,5,11,17,20,5,11,17,20,0,0,0,1,1,1,1,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,1,16,46,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043.0061035090039,1043.2061645009962,b,3F3B,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF3'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB3'],3,,,,,,,1044.9468997700023,1044.9468997700023,1044.9468997700023,0.0004503880045376718,0.0004503880045376718,1044.9468997700023,1044.9468997700023,1044.9468997700023,1044.9468997700023,1044.9468997700023,1044.9468997700023,1044.9468997700023,1044.9468997700023,1044.9468997700023,1044.9468997700023,1044.9468997700023,1044.9468997700023,1044.9468997700023,1044.9468997700023,1044.9468997700023,1044.9468997700023,1044.9468997700023,1044.9468997700023,1044.9468997700023,1045.9570114119997,"[0.23046875, 0.20052083333333334]","[-0.2565104166666667, 0.09375]","[1, 1]","[0, 0]","[0, 0]","[0.5699452949920669, 1.0200654630025383]",['polygonF3'],[],[],[],[],[],[],[],space,0.19911030400544405,,,,,,,,,1043.75625246969,1043.8164077946917,1043.7564038619894,1043.8764181067004,1043.7662919709983,1043.906400265702,1043.8163516450004,1043.8263455999986,1043.8763532290031,1043.886329578003,1043.906457192992,1043.9164015580027,1043.9164015580027,1044.9468997700023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,1F1B,6,,,1,1,12,19,20,21,12,19,20,21,0,1,1,1,1,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,1,17,47,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046.207065716997,1046.407132399996,b,1F1B,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF1'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB1'],1,,,,,,,1048.1476211089903,1048.1476211089903,1048.1476211089903,0.0003458900027908385,0.0003458900027908385,1048.1476211089903,1048.1476211089903,1048.1476211089903,1048.1476211089903,1048.1476211089903,1048.1476211089903,1048.1476211089903,1048.1476211089903,1048.1476211089903,1048.1476211089903,1048.1476211089903,1048.1476211089903,1048.1476211089903,1048.1476211089903,1048.1476211089903,1048.1476211089903,1048.1476211089903,1048.1476211089903,1048.1476211089903,1049.257909797001,"[-0.026041666666666668, -0.041666666666666664]","[-0.22526041666666666, 0.10807291666666667]","[1, 1]","[0, 0]","[0, 0]","[0.6011017560085747, 1.1111666430078913]",['polygonF1'],[],[],[],[],[],[],[],space,0.20318821500404738,,,,,,,,,1047.0273911386962,1047.0972614406987,1047.0272940540017,1047.1074685156987,1047.0372928889992,1047.117360287701,1047.097468478998,1047.1073602510005,1047.1073602510005,1047.117295641001,1047.117295641001,1047.1272499509942,1047.1272499509942,1048.1476211089903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,3F2B,17,,,3,2,5,11,17,20,9,15,20,21,0,0,0,1,1,1,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,1,18,48,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.497914831998,1049.6981627219939,b,3F2B,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF2'],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB2'],2,,,,,,,1051.4285690789984,1051.4285690789984,1051.4285690789984,0.00026638001145329326,0.00026638001145329326,1051.4285690789984,1051.4285690789984,1051.4285690789984,1051.4285690789984,1051.4285690789984,1051.4285690789984,1051.4285690789984,1051.4285690789984,1051.4285690789984,1051.4285690789984,1051.4285690789984,1051.4285690789984,1051.4285690789984,1051.4285690789984,1051.4285690789984,1051.4285690789984,1051.4285690789984,1051.4285690789984,1051.4285690789984,1053.3491944919951,"[0.09375, 0.07421875, 0.07161458333333333, 0.0859375]","[0.16796875, 0.15494791666666666, 0.12369791666666667, -0.20833333333333334]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0.48100863900617696, 1.0811337350023678, 1.3813411199953407, 1.9214148350001778]",['polygonF2'],[],[],[],[],[],[],[],space,0.3272482360043796,,,,,,,,,1050.288144119701,1050.348190088704,1050.2482513269933,1050.3981823987037,1050.2581774599967,1050.4082604796918,1050.3081819880026,1050.3182051479962,1050.3681735089922,1050.3782255230035,1050.3982604429912,1050.4082746560016,1050.4082746560016,1051.4285690789984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,2F0B,10,,,2,0,9,15,20,21,0,6,12,18,0,0,1,1,0,0,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,1,19,49,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1053.709171288996,1053.9092551889917,f,2F0B,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF1'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB0'],0,,,,,,,1055.6496933789895,1055.6496933789895,1055.6496933789895,0.0002995870017912239,0.0002995870017912239,1055.6496933789895,1055.6496933789895,1055.6496933789895,1055.6496933789895,1055.6496933789895,1055.6496933789895,1055.6496933789895,1055.6496933789895,1055.6496933789895,1055.6496933789895,1055.6496933789895,1055.6496933789895,1055.6496933789895,1055.6496933789895,1055.6496933789895,1055.6496933789895,1055.6496933789895,1055.6496933789895,1055.6496933789895,1057.4207306750031,"[-0.059895833333333336, -0.17838541666666666, -0.20182291666666666]","[0.10677083333333333, -0.22395833333333334, -0.23177083333333334]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.5102370560052805, 1.2602386100043077, 1.7712208520097192]",['polygonF1'],[],[],[],[],[],[],[],space,0.3506684839958325,,,,,,,,,1054.4093617847016,1054.4694335666923,1054.4994051679969,1054.5293286186993,1054.50936726699,1054.5894348226925,1054.5594548759982,1054.5694516789954,1054.609520707003,1054.6194518099946,1054.6194518099946,1054.6294446179963,1054.6294446179963,1055.6496933789895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,2F3B,13,,,2,3,9,15,20,21,5,11,17,20,0,0,1,1,1,1,1,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,1,20,50,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057.8104296689999,1058.0104043149913,f,2F3B,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF2'],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB3'],3,,,,,,,1059.7508461599937,1059.7508461599937,1059.7508461599937,0.00033651299600023776,0.00033651299600023776,1059.7508461599937,1059.7508461599937,1059.7508461599937,1059.7508461599937,1059.7508461599937,1059.7508461599937,1059.7508461599937,1059.7508461599937,1059.7508461599937,1059.7508461599937,1059.7508461599937,1059.7508461599937,1059.7508461599937,1059.7508461599937,1059.7508461599937,1059.7508461599937,1059.7508461599937,1059.7508461599937,1059.7508461599937,1061.7014522629906,"[0.09635416666666667, 0.23697916666666666, 0.23828125]","[0.10286458333333333, -0.18098958333333334, -0.23958333333333334]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.1722884570044698, 1.7109446260001278, 1.9515994950052118]",['polygonF2'],[],[],[],[],[],[],[],space,0.2380015369853936,,,,,,,,,1058.5605158966996,1058.620541822695,1058.6006060630025,1058.6805270646933,1058.6105417859944,1058.7105846516993,1058.6606407329964,1058.6705270279926,1058.7105965749943,1058.72060159799,1058.72060159799,1058.7305749950028,1058.7305749950028,1059.7508461599937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,3F3B,18,,,3,3,5,11,17,20,5,11,17,20,0,0,0,1,1,1,1,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,1,21,51,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.9715771769988,1062.171594578991,f,3F3B,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF3'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB3'],3,,,,,,,1063.9020801669976,1063.9020801669976,1063.9020801669976,0.00029189100314397365,0.00029189100314397365,1063.9020801669976,1063.9020801669976,1063.9020801669976,1063.9020801669976,1063.9020801669976,1063.9020801669976,1063.9020801669976,1063.9020801669976,1063.9020801669976,1063.9020801669976,1063.9020801669976,1063.9020801669976,1063.9020801669976,1063.9020801669976,1063.9020801669976,1063.9020801669976,1063.9020801669976,1063.9020801669976,1063.9020801669976,1064.8022203489963,"[0.234375, 0.1796875, 0.20833333333333334]","[-0.24609375, 0.05859375, 0.09765625]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.42054436399484985, 0.840586614998756, 1.1107230880006682]",['polygonF3'],[],[],[],[],[],[],[],space,0.5853456339973491,,,,,,,,,1062.7217771696946,1062.781681031693,1062.72172086699,1062.8417675896985,1062.7317242790014,1062.8718062816974,1062.781800718003,1062.7916993079998,1062.8417990119924,1062.8517132659908,1062.8717944020027,1062.881879405002,1062.881879405002,1063.9020801669976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,1F2B,7,,,1,2,12,19,20,21,9,15,20,21,0,1,1,1,1,1,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,1,22,52,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065.4225097119925,1065.6225624469953,b,1F2B,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF1'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB2'],2,,,,,,,1067.363186196002,1067.363186196002,1067.363186196002,0.00026518899539951235,0.00026518899539951235,1067.363186196002,1067.363186196002,1067.363186196002,1067.363186196002,1067.363186196002,1067.363186196002,1067.363186196002,1067.363186196002,1067.363186196002,1067.363186196002,1067.363186196002,1067.363186196002,1067.363186196002,1067.363186196002,1067.363186196002,1067.363186196002,1067.363186196002,1067.363186196002,1067.363186196002,1068.6234430829936,[0.09505208333333333],[-0.24739583333333334],[1],[0],[0],[1.2910554080008296],[],[-0.0703125],[0.10416666666666667],[1],[0],[0],[0.5107700759981526],[],space,0.9558904929872369,,,,,,,,,1066.212628677697,1066.272790561698,1066.2427725040034,1066.322820510692,1066.2527374509955,1066.3328865837016,1066.3128204739915,1066.322886547001,1066.322886547001,1066.3327603709913,1066.3327603709913,1066.3427357170003,1066.3427357170003,1067.363186196002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,3F0B,15,,,3,0,5,11,17,20,0,6,12,18,0,0,0,1,0,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,1,23,53,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1069.6137134500023,1069.8137260369986,b,3F0B,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF2'],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB0'],0,,,,,,,1071.544233706998,1071.544233706998,1071.544233706998,0.00039214400749187917,0.00039214400749187917,1071.544233706998,1071.544233706998,1071.544233706998,1071.544233706998,1071.544233706998,1071.544233706998,1071.544233706998,1071.544233706998,1071.544233706998,1071.544233706998,1071.544233706998,1071.544233706998,1071.544233706998,1071.544233706998,1071.544233706998,1071.544233706998,1071.544233706998,1071.544233706998,1071.544233706998,1072.6245862719952,"[0.07682291666666667, -0.24739583333333334]","[0.11458333333333333, -0.24739583333333334]","[1, 1]","[0, 0]","[0, 0]","[0.3908738160098437, 1.1106443600001512]",['polygonF2'],[],[],[],[],[],[],[],space,0.2992363069934072,,,,,,,,,1070.3138849396987,1070.3739368006995,1070.363936763999,1070.4339360806975,1070.3738788519986,1070.494049951702,1070.423936043997,1070.433913379995,1070.4840499150014,1070.493975994992,1070.5139666009927,1070.5240846700035,1070.5240846700035,1071.544233706998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,0F2B,2,,,0,2,0,6,12,18,9,15,20,21,1,1,1,1,1,1,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,1,24,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072.9546795729984,1073.1547915239935,f,0F2B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF0'],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB2'],2,,,,,,,1074.8651774449972,1074.8651774449972,1074.8651774449972,0.0003407850017538294,0.0003407850017538294,1074.8651774449972,1074.8651774449972,1074.8651774449972,1074.8651774449972,1074.8651774449972,1074.8651774449972,1074.8651774449972,1074.8651774449972,1074.8651774449972,1074.8651774449972,1074.8651774449972,1074.8651774449972,1074.8651774449972,1074.8651774449972,1074.8651774449972,1074.8651774449972,1074.8651774449972,1074.8651774449972,1074.8651774449972,1076.1456504800008,"[0.08333333333333333, -0.22265625]","[-0.2591145833333333, 0.0859375]","[1, 1]","[0, 0]","[0, 0]","[0.7104320009966614, 1.2813282909919508]",['polygonF0'],[],[],[],[],[],[],[],space,0.258452230002149,,,,,,,,,1073.744936398702,1073.804925290699,1073.6548259499978,1073.854896241703,1073.664941791998,1073.864852589692,1073.714874265992,1073.7248981329903,1073.774886758998,1073.784882685999,1073.83487552499,1073.8448962050024,1073.8448962050024,1074.8651774449972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
